苗字,苗字（ふりがな）,人数,割合,名前（男）,名前（男）ふりがな,名前（女）,名前（女）ふりがな
上埜,うえの,1100,113702900,,,,
竹,たけ,1100,113704000,,,,
伊佐地,いさこおち,1100,113705100,,,,
見沢,みさわ,1100,113706200,,,,
色摩,しかま,1100,113707300,,,,
中竹,なかたけ,1100,113708400,,,,
恒石,つねいし,1100,113709500,,,,
高妻,こうつま,1100,113710600,,,,
笠嶋,りゅうしまざき,1100,113711700,,,,
叶内,かなうち,1100,113712800,,,,
丸藤,まるふじ,1100,113713900,,,,
菅村,かんむらたか,1100,113715000,,,,
桧森,ひもり,1100,113716100,,,,
新部,しんべ,1100,113717200,,,,
定方,さだかた,1100,113718300,,,,
冨松,とみまつ,1100,113719400,,,,
樫野,かしの,1100,113720500,,,,
下尾,しもお,1100,113721600,,,,
山河,さんが,1100,113722700,,,,
川原崎,かわはらみさき,1100,113723800,,,,
友納,ゆな,1100,113724900,,,,
岐部,きべ,1100,113726000,,,,
石木,いしき,1100,113727100,,,,
浪越,ろうえつ,1100,113728200,,,,
美山,みやま,1100,113729300,,,,
大城戸,おおしろへつき,1100,113730400,,,,
岡垣,おかがき,1100,113731500,,,,
楠野,くすの,1100,113732600,,,,
味村,みむら,1100,113733700,,,,
海瀬,かいぜ,1100,113734800,,,,
手柴,てしば,1100,113735900,,,,
伊計,いけい,1100,113737000,,,,
前西,ぜんにし,1100,113738100,,,,
栖原,すはら,1100,113739200,,,,
齋田,ときた,1100,113740300,,,,
儘田,ままだ,1100,113741400,,,,
並里,なみざと,1100,113742500,,,,
登内,のぼりうち,1100,113743600,,,,
盛本,もりもと,1100,113744700,,,,
浜里,はまさと,1100,113745800,,,,
安土,あづち,1100,113746900,,,,
押本,おすもと,1100,113748000,,,,
宇治田,うじた,1100,113749100,,,,
重冨,しげとみ,1100,113750200,,,,
梶木,かじき,1100,113751300,,,,
宅野,たくの,1100,113752400,,,,
二戸,にこ,1100,113753500,,,,
室本,むろほん,1100,113754600,,,,
美甘,みかも,1100,113755700,,,,
程塚,ほどづか,1100,113756800,,,,
安徳,あんとく,1100,113757900,,,,
時津,とぎつ,1100,113759000,,,,
藤津,ふじつ,1100,113760100,,,,
磯上,いそかみ,1100,113761200,,,,
吉広,よしひろ,1100,113762300,,,,
道川,みちかわ,1100,113763400,,,,
助田,すけだ,1100,113764500,,,,
宮松,みやまつ,1100,113765600,,,,
嶋根,しまねさき,1100,113766700,,,,
室崎,むろさき,1100,113767800,,,,
油田,ゆでん,1100,113768900,,,,
東中,ひがしなか,1100,113770000,,,,
竹脇,たけわき,1100,113771100,,,,
伊是名,いぜな,1100,113772200,,,,
安次嶺,あしみね,1100,113773300,,,,
浦岡,うらおか,1100,113774400,,,,
神立,かんだつ,1100,113775500,,,,
深松,ふかまつ,1100,113776600,,,,
四ツ谷,よつや,1100,113777700,,,,
斧,おの,1100,113778800,,,,
鈴本,すずもと,1100,113779900,,,,
目野,もくの,1100,113781000,,,,
石脇,いしわき,1100,113782100,,,,
横矢,よこや,1100,113783200,,,,
徳地,とくじ,1100,113784300,,,,
柴木,しばき,1100,113785400,,,,
播本,はりもと,1100,113786500,,,,
阿見,あみ,1100,113787600,,,,
古高,ふるたか,1100,113788700,,,,
森分,もりわけ,1100,113789800,,,,
津上,つがみ,1100,113790900,,,,
原中,はらあたり,1100,113792000,,,,
則松,のりまつ,1100,113793100,,,,
加園,かぞの,1100,113794200,,,,
仲真,ねすとる,1100,113795300,,,,
北平,きたひら,1100,113796400,,,,
匹田,ひきた,1100,113797500,,,,
濱岡,はまおか,1100,113798600,,,,
横路,よこみち,1100,113799700,,,,
林口,はやしぐち,1100,113800800,,,,
生稲,いくいな,1100,113801900,,,,
島影,しまかげ,1100,113803000,,,,
常深,つねみ,1100,113804100,,,,
末森,すえのもり,1100,113805200,,,,
村手,むらて,1100,113806300,,,,
定森,さだもり,1100,113807400,,,,
生天目,なまため,1100,113808500,,,,
福代,ふくよ,1100,113809600,,,,
登尾,のぼりお,1100,113810700,,,,
椙本,すぎもと,1100,113811800,,,,
本林,もとばやし,1100,113812900,,,,
錦見,にしきみ,1100,113814000,,,,
菅又,すがまた,1100,113815100,,,,
掛田,かけだ,1100,113816200,,,,
堀中,ほりなかつる,1100,113817300,,,,
三鬼,みき,1100,113818400,,,,
下本,しもほん,1100,113819500,,,,
造田,そうだ,1100,113820600,,,,
入川,にゅうがわ,1100,113821700,,,,
河手,かわで,1100,113822800,,,,
富吉,とみきち,1100,113823900,,,,
御船,みふね,1100,113825000,,,,
花坂,はなさか,1100,113826100,,,,
薬師,くすし,1100,113827200,,,,
釣井,つるい,1100,113828300,,,,
窪木,くぼき,1100,113829400,,,,
植島,うえじま,1100,113830500,,,,
野々宮,ののみや,1100,113831600,,,,
竹藤,たけふじ,1100,113832700,,,,
原園,はらそのみ,1100,113833800,,,,
仲嶋,なこじま,1100,113834900,,,,
越谷,こしがや,1100,113836000,,,,
郷家,ごうや,1100,113837100,,,,
内城,うちじろ,1100,113838200,,,,
舛井,ますい,1100,113839300,,,,
森友,もりとも,1100,113840400,,,,
清武,きよたけ,1100,113841500,,,,
伊林,いばやし,1100,113842600,,,,
吉内,きちない,1100,113843700,,,,
塩貝,しおがい,1100,113844800,,,,
礒谷,いそやつ,1100,113845900,,,,
加畑,かばた,1100,113847000,,,,
三辻,みつじ,1100,113848100,,,,
﨑山,﨑山,1100,113849200,,,,
蓑毛,みのげ,1100,113850300,,,,
養田,ようだ,1100,113851400,,,,
尹,いん,1100,113852500,,,,
村椿,むらつばき,1100,113853600,,,,
下垣内,しもがうち,1100,113854700,,,,
星井,ほしい,1100,113855800,,,,
島口,しまぐち,1100,113856900,,,,
草壁,くさかべ,1100,113858000,,,,
世古口,せこぐち,1100,113859100,,,,
保延,やすのぶ,1100,113860200,,,,
稲橋,いねきょう,1100,113861300,,,,
伊良皆,いらみな,1100,113862400,,,,
釜,かま,1100,113863500,,,,
堀下,ほりしも,1100,113864600,,,,
楳田,ばいだ,1100,113865700,,,,
桜谷,さくらたにざき,1100,113866800,,,,
神薗,かみその,1100,113867900,,,,
片見,かたみ,1100,113869000,,,,
秋友,あきとも,1100,113870100,,,,
堂田,どうだ,1100,113871200,,,,
仁村,ひとむら,1100,113872300,,,,
福迫,ふくせこ,1100,113873400,,,,
桶本,おけもと,1100,113874500,,,,
富森,とみもり,1100,113875600,,,,
木脇,きわき,1100,113876700,,,,
那波,なば,1100,113877800,,,,
好田,よしだ,1100,113878900,,,,
永元,ながもと,1100,113880000,,,,
星屋,ほしや,1100,113881100,,,,
妻木,つまき,1100,113882200,,,,
小舘,こだて,1100,113883300,,,,
梅島,うめじま,1100,113884400,,,,
中満,なかみつ,1100,113885500,,,,
浅生,あそう,1100,113886600,,,,
舟本,ふねもと,1100,113887700,,,,
吉平,きちへい,1100,113888800,,,,
幸島,こうしま,1100,113889900,,,,
岩熊,やのくま,1100,113891000,,,,
羽立,はだち,1100,113892100,,,,
水藤,みずふじ,1100,113893200,,,,
小吹,おぶき,1100,113894300,,,,
皿井,さらい,1100,113895400,,,,
松生,まつおい,1100,113896500,,,,
入内島,いりうちじま,1100,113897600,,,,
原村,はらむら,1100,113898700,,,,
大津留,おおつる,1100,113899800,,,,
越地,こえち,1100,113900900,,,,
軸丸,じくまる,1100,113902000,,,,
歌代,うたしろ,1100,113903100,,,,
城之内,じょうのうち,1100,113904200,,,,
鹿谷,しかたに,1100,113905300,,,,
名古,なふる,1100,113906400,,,,
辻山,つじやま,1100,113907500,,,,
佐保田,さほぢょん,1100,113908600,,,,
見山,みやま,1100,113909700,,,,
嵩原,かさみばる,1100,113910800,,,,
小茂田,こもだ,1100,113911900,,,,
野寄,のより,1100,113913000,,,,
元,もと,1100,113914100,,,,
牧之瀬,まきのせ,1100,113915200,,,,
相見,そうみ,1100,113916300,,,,
外尾,そとお,1100,113917400,,,,
岩,いわ,1100,113918500,,,,
三阪,みさか,1100,113919600,,,,
平安名,へんな,1100,113920700,,,,
江平,ごうびら,1100,113921800,,,,
宮石,みやいし,1100,113922900,,,,
有永,ありなが,1100,113924000,,,,
秋枝,あきえ,1100,113925100,,,,
吉牟田,よしむろた,1100,113926200,,,,
乙津,おつ,1100,113927300,,,,
金綱,かねつな,1100,113928400,,,,
原賀,はらが,1100,113929500,,,,
熊岡,くまおか,1100,113930600,,,,
藤家,ふじや,1100,113931700,,,,
稲崎,いなざき,1100,113932800,,,,
内園,うちぞの,1100,113933900,,,,
槙島,まきしま,1100,113935000,,,,
長浦,ながうら,1100,113936100,,,,
島井,しまい,1100,113937200,,,,
背戸,せど,1100,113938300,,,,
里田,さとだ,1100,113939400,,,,
広戸,ひろと,1100,113940500,,,,
足助,あすけ,1100,113941600,,,,
野々上,ののかみ,1100,113942700,,,,
神坂,かみさか,1100,113943800,,,,
山仲,やまなか,1100,113944900,,,,
小嶌,ことう,1100,113946000,,,,
椋田,りょうだ,1100,113947100,,,,
穴原,あなはら,1100,113948200,,,,
友重,ともしげ,1100,113949300,,,,
筑井,つくい,1100,113950400,,,,
二谷,にたに,1100,113951500,,,,
川道,かわみち,1100,113952600,,,,
常泉,つねいずみ,1100,113953700,,,,
津端,つばた,1100,113954800,,,,
平村,たいらむら,1100,113955900,,,,
四ノ宮,しのみや,1100,113957000,,,,
沖元,おきもと,1100,113958100,,,,
織原,おりはら,1100,113959200,,,,
与古田,よこた,1100,113960300,,,,
溝下,みぞか,1100,113961400,,,,
二葉,ふたば,1100,113962500,,,,
地曳,じびき,1100,113963600,,,,
関藤,せきふじ,1100,113964700,,,,
廣中,ひろなか,1100,113965800,,,,
木邨,きむら,1100,113966900,,,,
烏山,からすやま,1100,113968000,,,,
静間,しずま,1100,113969100,,,,
後山,あとやま,1100,113970200,,,,
吉戸,よしとつぎ,1100,113971300,,,,
金巻,かねまき,1100,113972400,,,,
幕内,まくうち,1100,113973500,,,,
三倉,みくら,1100,113974600,,,,
小窪,おくぼ,1100,113975700,,,,
羽部,はぶ,1100,113976800,,,,
石角,いしつの,1100,113977900,,,,
田籠,たごもり,1100,113979000,,,,
梁井,やない,1100,113980100,,,,
兼井,けんい,1100,113981200,,,,
貝森,かいもり,1100,113982300,,,,
飯星,いいぼし,1100,113983400,,,,
大方,おおかた,1100,113984500,,,,
荘,そう,1100,113985600,,,,
千頭,せんとう,1100,113986700,,,,
吉行,よしゆき,1100,113987800,,,,
河戸,こうど,1100,113988900,,,,
岡久,おかひさ,1100,113990000,,,,
横松,よこまつ,1100,113991100,,,,
皆本,みなもと,1100,113992200,,,,
積,せき,1100,113993300,,,,
夏堀,なつぼり,1100,113994400,,,,
村社,そんしゃ,1100,113995500,,,,
池ノ谷,いけのたに,1100,113996600,,,,
温水,おんすい,1100,113997700,,,,
米内山,よないやま,1100,113998800,,,,
多鹿,たじか,1100,113999900,,,,
松野下,まつのしも,1100,114001000,,,,
嘉瀬,かせ,1100,114002100,,,,
北地,きたじ,1100,114003200,,,,
廿楽,にじゅうらく,1100,114004300,,,,
益井,ますい,1100,114005400,,,,
丹田,たんでん,1100,114006500,,,,
嵐田,あらしだ,1100,114007600,,,,
阪部,さかべ,1100,114008700,,,,
毎熊,まいぐま,1100,114009800,,,,
高司,たかし,1100,114010900,,,,
郭,かく,1100,114012000,,,,
宮之原,みやのはら,1100,114013100,,,,
長柄,ながら,1100,114014200,,,,
周,しゅう,1100,114015300,,,,
小角,おがく,1100,114016400,,,,
田ノ上,たのうえ,1100,114017500,,,,
島沢,しまざわ,1100,114018600,,,,
有安,ありやす,1100,114019700,,,,
二又,ふたまた,1100,114020800,,,,
中須,なかす,1100,114021900,,,,
山石,やまいし,1100,114023000,,,,
宮倉,みやぐら,1100,114024100,,,,
小溝,しょうみぞ,1100,114025200,,,,
星出,ほしで,1100,114026300,,,,
末村,すえむら,1100,114027400,,,,
光延,みつのぶ,1100,114028500,,,,
笹沢,ささざわ,1100,114029600,,,,
石畑,いしばた,1100,114030700,,,,
市塚,いちづか,1100,114031800,,,,
鳩貝,はとがい,1100,114032900,,,,
矢板,やいた,1100,114034000,,,,
太田原,おおたやなぎむら,1100,114035100,,,,
竹久,たけひさ,1100,114036200,,,,
和多田,わただ,1100,114037300,,,,
来島,らいとう,1100,114038400,,,,
蟹沢,かにさわ,1100,114039500,,,,
成合,なりあい,1100,114040600,,,,
灰野,はいの,1100,114041700,,,,
隅野,すみの,1100,114042800,,,,
兼次,けんじ,1100,114043900,,,,
萬代,ばんだい,1100,114045000,,,,
鞠子,まりこ,1100,114046100,,,,
松,まつ,1100,114047200,,,,
前地,まえじ,1100,114048300,,,,
鶴島,つるじま,1100,114049400,,,,
鷺坂,さぎざか,1100,114050500,,,,
林野,りんや,1100,114051600,,,,
三津谷,みつや,1100,114052700,,,,
椿野,つばきの,1100,114053800,,,,
初瀬,はつせ,1100,114054900,,,,
浜渦,はましおのや,1100,114056000,,,,
古坂,ふるざか,1100,114057100,,,,
四井,よつい,1100,114058200,,,,
玉崎,たまさき,1100,114059300,,,,
宋,そう,1100,114060400,,,,
君嶋,きみしま,1000,114061400,,,,
安尾,やすお,1000,114062400,,,,
小網,こあみ,1000,114063400,,,,
高里,こうさと,1000,114064400,,,,
永浦,ながうら,1000,114065400,,,,
大坊,だいぼう,1000,114066400,,,,
栗尾,くりお,1000,114067400,,,,
来山,らいざん,1000,114068400,,,,
濱川,はまかわたか,1000,114069400,,,,
鷲塚,わしづか,1000,114070400,,,,
木許,きもと,1000,114071400,,,,
座波,ざは,1000,114072400,,,,
小佐井,こさい,1000,114073400,,,,
大豆生田,まみょうだ,1000,114074400,,,,
広浜,ひろはま,1000,114075400,,,,
西依,にしより,1000,114076400,,,,
角崎,すみざき,1000,114077400,,,,
安瀬,あんせ,1000,114078400,,,,
根立,ねだち,1000,114079400,,,,
別役,べつやく,1000,114080400,,,,
角間,かくま,1000,114081400,,,,
作道,つくりみち,1000,114082400,,,,
卯野,うの,1000,114083400,,,,
牟礼,むれ,1000,114084400,,,,
蔵原,くらはら,1000,114085400,,,,
堺谷,さかいたにさき,1000,114086400,,,,
日和佐,ひわさ,1000,114087400,,,,
墨,すみ,1000,114088400,,,,
豊野,とよの,1000,114089400,,,,
越塚,こしづか,1000,114090400,,,,
名護,なご,1000,114091400,,,,
福安,ふくやす,1000,114092400,,,,
喜多見,きたみ,1000,114093400,,,,
手束,てづか,1000,114094400,,,,
田里,たり,1000,114095400,,,,
長壁,おさかべ,1000,114096400,,,,
芳山,よしやま,1000,114097400,,,,
賀数,かかず,1000,114098400,,,,
房野,ぼうの,1000,114099400,,,,
仲内,なかうち,1000,114100400,,,,
内沼,うちぬま,1000,114101400,,,,
神鳥,かんどり,1000,114102400,,,,
鹿取,かとり,1000,114103400,,,,
是松,これまつ,1000,114104400,,,,
釜本,かまもと,1000,114105400,,,,
葛本,くずもと,1000,114106400,,,,
沢里,さわさと,1000,114107400,,,,
三松,みまつ,1000,114108400,,,,
翁,おう,1000,114109400,,,,
下池,しもいけ,1000,114110400,,,,
穴水,あなみず,1000,114111400,,,,
田波,たなみ,1000,114112400,,,,
遠島,えんとう,1000,114113400,,,,
是川,これかわ,1000,114114400,,,,
森塚,もりづか,1000,114115400,,,,
千歳,ちとせ,1000,114116400,,,,
名塚,なづか,1000,114117400,,,,
仲摩,なかま,1000,114118400,,,,
通山,みちやま,1000,114119400,,,,
福与,ふくよ,1000,114120400,,,,
愛川,あいかわ,1000,114121400,,,,
幾島,いくしま,1000,114122400,,,,
妻鹿,めじか,1000,114123400,,,,
南園,みなみえん,1000,114124400,,,,
堀金,ほりがね,1000,114125400,,,,
西門,にしもん,1000,114126400,,,,
田牧,たいら,1000,114127400,,,,
久安,ひさやす,1000,114128400,,,,
小美濃,こみのう,1000,114129400,,,,
小貝,おがい,1000,114130400,,,,
養父,ようふ,1000,114131400,,,,
濱谷,はまや,1000,114132400,,,,
横張,よこばり,1000,114133400,,,,
長渡,ながわたり,1000,114134400,,,,
武士,ぶし,1000,114135400,,,,
上藤,かみふじ,1000,114136400,,,,
保,ほ,1000,114137400,,,,
宮丸,みやまる,1000,114138400,,,,
瑞慶山,みずけいざん,1000,114139400,,,,
中宮,ちゅうぐう,1000,114140400,,,,
野場,のば,1000,114141400,,,,
川中子,かわなご,1000,114142400,,,,
柳野,やなぎの,1000,114143400,,,,
浅古,あさご,1000,114144400,,,,
尾曲,おまがり,1000,114145400,,,,
舩木,ふなぎ,1000,114146400,,,,
鹿児島,かごしま,1000,114147400,,,,
信川,のぶかわ,1000,114148400,,,,
大利,おおとし,1000,114149400,,,,
阪元,さかもと,1000,114150400,,,,
大鋸,おが,1000,114151400,,,,
肱岡,ひろおか,1000,114152400,,,,
松熊,まつぐま,1000,114153400,,,,
宮司,ぐうじ,1000,114154400,,,,
菊,きく,1000,114155400,,,,
赤土,あかつち,1000,114156400,,,,
蘇武,そぶ,1000,114157400,,,,
杉渕,すぎふちやなぎ,1000,114158400,,,,
吉泉,よしいずみ,1000,114159400,,,,
家中,いえじゅう,1000,114160400,,,,
冨江,とみえ,1000,114161400,,,,
大段,だいだん,1000,114162400,,,,
福長,ふくなが,1000,114163400,,,,
木越,きごし,1000,114164400,,,,
小田木,おだすなお,1000,114165400,,,,
甘粕,あまかす,1000,114166400,,,,
大鷲,おおわし,1000,114167400,,,,
伝法,でんぼう,1000,114168400,,,,
西馬,にしま,1000,114169400,,,,
及部,およべ,1000,114170400,,,,
蟻川,ありがわ,1000,114171400,,,,
武尾,たけお,1000,114172400,,,,
小比類巻,こびるまき,1000,114173400,,,,
藤池,ふじち,1000,114174400,,,,
亀卦川,きけがわ,1000,114175400,,,,
楓,かえで,1000,114176400,,,,
森貞,もりさだ,1000,114177400,,,,
溝尻,みぞしり,1000,114178400,,,,
伊禮,いれい,1000,114179400,,,,
角尾,つのお,1000,114180400,,,,
森迫,もりはく,1000,114181400,,,,
宇治川,うじがわ,1000,114182400,,,,
影浦,かげうら,1000,114183400,,,,
中邨,なかむら,1000,114184400,,,,
猪川,いかわ,1000,114185400,,,,
田母神,たもかみ,1000,114186400,,,,
井奥,いおく,1000,114187400,,,,
田,た,1000,114188400,,,,
綱木,つなき,1000,114189400,,,,
真殿,まとの,1000,114190400,,,,
館田,たてだ,1000,114191400,,,,
川江,かわえ,1000,114192400,,,,
大芦,おおあし,1000,114193400,,,,
塩畑,しおばた,1000,114194400,,,,
小牟田,こむた,1000,114195400,,,,
細沢,ほそざわ,1000,114196400,,,,
嶋川,しまさきがわ,1000,114197400,,,,
稲塚,いなづか,1000,114198400,,,,
多良,たら,1000,114199400,,,,
脇元,わきもとかつ,1000,114200400,,,,
塩浜,しおはま,1000,114201400,,,,
池宮城,いけみやしろ,1000,114202400,,,,
中南,なかみなみ,1000,114203400,,,,
梅北,うめまつき,1000,114204400,,,,
一関,いちぜき,1000,114205400,,,,
塚脇,つかわき,1000,114206400,,,,
上迫,かみさこ,1000,114207400,,,,
寺﨑,てら﨑,1000,114208400,,,,
砥上,とがみ,1000,114209400,,,,
安留,やする,1000,114210400,,,,
田阪,たざか,1000,114211400,,,,
下嶋,しもじま,1000,114212400,,,,
高中,たかなか,1000,114213400,,,,
玉元,たまもと,1000,114214400,,,,
荒幡,あらはた,1000,114215400,,,,
追川,おいかわ,1000,114216400,,,,
伊谷,いたに,1000,114217400,,,,
公平,こうへい,1000,114218400,,,,
砂野,すなの,1000,114219400,,,,
栗川,くりがわ,1000,114220400,,,,
掛札,かけふだ,1000,114221400,,,,
鈴井,すずい,1000,114222400,,,,
小森田,こもりぢょん,1000,114223400,,,,
赤須,あかす,1000,114224400,,,,
利田,かがた,1000,114225400,,,,
猪上,いのかみ,1000,114226400,,,,
毛呂,けろ,1000,114227400,,,,
山吹,やまぶき,1000,114228400,,,,
西見,にしみ,1000,114229400,,,,
北市,きたいち,1000,114230400,,,,
代,たかだい,1000,114231400,,,,
嘉戸,よしど,1000,114232400,,,,
覚張,かくはり,1000,114233400,,,,
徳森,とくのもり,1000,114234400,,,,
西東,さいとう,1000,114235400,,,,
根路銘,ねろめ,1000,114236400,,,,
三戸部,みとべ,1000,114237400,,,,
湯野,ゆの,1000,114238400,,,,
垣谷,かきたに,1000,114239400,,,,
小前,こまえ,1000,114240400,,,,
先田,せんだ,1000,114241400,,,,
柏尾,かしお,1000,114242400,,,,
青松,せいしょう,1000,114243400,,,,
篠島,しのじま,1000,114244400,,,,
間藤,まとう,1000,114245400,,,,
黒津,くろづ,1000,114246400,,,,
桑垣,くわがき,1000,114247400,,,,
蜂須,はちすか,1000,114248400,,,,
新江,にいえ,1000,114249400,,,,
津布久,つほひさ,1000,114250400,,,,
奥岡,おくおか,1000,114251400,,,,
越沼,こしぬま,1000,114252400,,,,
広内,ひろうち,1000,114253400,,,,
淵田,ふちた,1000,114254400,,,,
宮阪,みやざか,1000,114255400,,,,
田賀,たが,1000,114256400,,,,
沢岻,たくし,1000,114257400,,,,
上前,うわまえ,1000,114258400,,,,
登山,とざん,1000,114259400,,,,
畝本,せもと,1000,114260400,,,,
矢守,やもり,1000,114261400,,,,
井東,いとう,1000,114262400,,,,
保崎,ほさき,1000,114263400,,,,
織本,おりもと,1000,114264400,,,,
穂刈,ほかり,1000,114265400,,,,
井福,いふく,1000,114266400,,,,
兼光,かねみつ,1000,114267400,,,,
町谷,まちや,1000,114268400,,,,
笹渕,ささぶち,1000,114269400,,,,
瀬長,せなが,1000,114270400,,,,
荒屋,あばらや,1000,114271400,,,,
国藤,くにふじ,1000,114272400,,,,
歌田,うただ,1000,114273400,,,,
上枝,ほつえ,1000,114274400,,,,
正本,しょうほん,1000,114275400,,,,
甲山,こうざん,1000,114276400,,,,
宮中,きゅうちゅう,1000,114277400,,,,
松添,まつそめ,1000,114278400,,,,
渡具知,とぐち,1000,114279400,,,,
勝矢,かつや,1000,114280400,,,,
日渡,ひわたり,1000,114281400,,,,
守川,もりかわ,1000,114282400,,,,
別井,べっつい,1000,114283400,,,,
一倉,ひとくら,1000,114284400,,,,
笠本,りゅうやなかもと,1000,114285400,,,,
保苅,ほかり,1000,114286400,,,,
小仲,こなか,1000,114287400,,,,
小久江,こぐえ,1000,114288400,,,,
戎井,えびすしょう,1000,114289400,,,,
船生,ふにゅう,1000,114290400,,,,
菅尾,かんおぜき,1000,114291400,,,,
成木,なりき,1000,114292400,,,,
濱地,はまち,1000,114293400,,,,
上運天,かみうんてん,1000,114294400,,,,
見留,みる,1000,114295400,,,,
峰崎,みねみさき,1000,114296400,,,,
塩,しお,1000,114297400,,,,
高篠,こうしの,1000,114298400,,,,
海道,かいどう,1000,114299400,,,,
甲藤,きのえふじつぎ,1000,114300400,,,,
煙山,けむりやま,1000,114301400,,,,
上之園,かみのぞの,1000,114302400,,,,
池西,いけにし,1000,114303400,,,,
地下,ちか,1000,114304400,,,,
盛川,さかりがわ,1000,114305400,,,,
郷古,さとふる,1000,114306400,,,,
阪中,さかなか,1000,114307400,,,,
須本,すもと,1000,114308400,,,,
礒貝,いそしぇる,1000,114309400,,,,
本池,もといけ,990,114310390,,,,
羽島,はしま,990,114311380,,,,
城倉,しろくら,990,114312370,,,,
高子,たかこ,990,114313360,,,,
満生,まんしょう,990,114314350,,,,
河,かわ,990,114315340,,,,
川喜田,かわきだ,990,114316330,,,,
粟根,あわね,990,114317320,,,,
近石,ちかいし,990,114318310,,,,
栢野,かやの,990,114319300,,,,
今富,いまとみ,990,114320290,,,,
諸沢,もろさわ,990,114321280,,,,
桐沢,きりさわ,990,114322270,,,,
下迫,しもはく,990,114323260,,,,
明野,あけの,990,114324250,,,,
城尾,しろお,990,114325240,,,,
親松,おやまつ,990,114326230,,,,
茨田,まんだ,990,114327220,,,,
許,もと,990,114328210,,,,
天明,てんめい,990,114329200,,,,
若梅,わかうめ,990,114330190,,,,
小峠,ことうげ,990,114331180,,,,
淀,よど,990,114332170,,,,
戸根,とね,990,114333160,,,,
谷浦,たにうら,990,114334150,,,,
森河,もりこう,990,114335140,,,,
馬見塚,まみづか,990,114336130,,,,
出石,いずし,990,114337120,,,,
堂上,どうじょう,990,114338110,,,,
安海,あんかい,990,114339100,,,,
小桧山,こびやま,990,114340090,,,,
森根,もりねまわし,990,114341080,,,,
藤後,とうご,990,114342070,,,,
高上,こうかみ,990,114343060,,,,
枝元,えもと,990,114344050,,,,
三柴,さんしば,990,114345040,,,,
関場,せきば,990,114346030,,,,
岸山,きしやま,990,114347020,,,,
奈良井,ならい,990,114348010,,,,
岩満,いわみつ,990,114349000,,,,
海川,うみかわ,990,114349990,,,,
吉家,きつか,990,114350980,,,,
内池,うちいけ,990,114351970,,,,
安嶋,あんとう,980,114352950,,,,
上澤,かみざわ,980,114353930,,,,
竪山,たてやま,980,114354910,,,,
和合,わごう,980,114355890,,,,
下宮,しもみや,980,114356870,,,,
関内,かんない,980,114357850,,,,
室町,むろまち,980,114358830,,,,
祝迫,のりさこ,980,114359810,,,,
秋川,あきかわ,980,114360790,,,,
河原木,かわらぎ,980,114361770,,,,
村部,そべ,980,114362750,,,,
白垣,しろがき,980,114363730,,,,
庄内,しょうない,980,114364710,,,,
荷川取,にかどり,980,114365690,,,,
北折,きたおり,980,114366670,,,,
河内山,こうちやま,980,114367650,,,,
数藤,すとう,980,114368630,,,,
照内,てるない,980,114369610,,,,
説田,せつだ,980,114370590,,,,
瀬底,せてい,980,114371570,,,,
三方,さんぽう,980,114372550,,,,
荒内,あらない,980,114373530,,,,
樋高,といだか,980,114374510,,,,
毛内,もうない,980,114375490,,,,
江波,こうなみ,980,114376470,,,,
齊木,さいき,980,114377450,,,,
椙田,すぎた,980,114378430,,,,
羽富,はねとみ,980,114379410,,,,
辻下,つじくだり,980,114380390,,,,
野垣,のがき,980,114381370,,,,
窪山,くぼやまむら,980,114382350,,,,
鈴山,すずやま,980,114383330,,,,
黒﨑,くろ﨑,980,114384310,,,,
才川,さいがわ,980,114385290,,,,
真々田,ままだ,980,114386270,,,,
備前,びぜん,980,114387250,,,,
國枝,くにえ,980,114388230,,,,
雲井,くもい,980,114389210,,,,
兼久,かねく,980,114390190,,,,
珍田,ちんだ,980,114391170,,,,
君和田,きみわだ,980,114392150,,,,
新行内,しんこうない,980,114393130,,,,
上見,うわみ,980,114394110,,,,
三保,さんぼう,980,114395090,,,,
小塙,こばな,980,114396070,,,,
嘉本,よもと,980,114397050,,,,
古幡,ふるはた,980,114398030,,,,
紺田,こんだ,980,114399010,,,,
向中野,むかいなかの,980,114399990,,,,
大歳,おおとし,980,114400970,,,,
奥貫,おくぬき,980,114401950,,,,
津賀,つが,980,114402930,,,,
出射,しゅっしゃ,980,114403910,,,,
小館,こだて,980,114404890,,,,
簑原,みのばる,980,114405870,,,,
二渡,ふたわたり,980,114406850,,,,
濱島,はましま,970,114407820,,,,
田港,たみなと,970,114408790,,,,
月山,がっさん,970,114409760,,,,
北詰,きたづめ,970,114410730,,,,
池淵,いけぶち,970,114411700,,,,
三ツ石,みついし,970,114412670,,,,
最所,りかるど,970,114413640,,,,
豆田,まめだ,970,114414610,,,,
蕨,わらび,970,114415580,,,,
細岡,ほそおか,970,114416550,,,,
楢本,ならもと,970,114417520,,,,
宗政,そうただす,970,114418490,,,,
米重,よねしげる,970,114419460,,,,
松末,ますえ,970,114420430,,,,
井狩,いのかり,970,114421400,,,,
伏谷,ふしや,970,114422370,,,,
石引,いしびき,970,114423340,,,,
木所,きどころ,970,114424310,,,,
和光,わこう,970,114425280,,,,
高頭,たかとう,970,114426250,,,,
久手堅,くしゅけん,970,114427220,,,,
愛沢,あいざわ,970,114428190,,,,
播摩,はんま,970,114429160,,,,
金岩,きむいわ,970,114430130,,,,
飴谷,いたに,970,114431100,,,,
宇野沢,うのめぐみ,970,114432070,,,,
瀬野尾,せのお,970,114433040,,,,
